Trained Records Size,O,PERSON,LOCATION,DATE,ID,macro avg,weighted avg,confidence
20,0.9829313345020572,0.5934300993124523,0.1907018063369855,0.0,0.0,0.353412648030299,0.9521398444714244,0.9808478953912516
40,0.9953300263294732,0.9204159592529711,0.850967007963595,0.9276207131059944,0.0,0.7388667413304069,0.9894521578830344,0.9732989848354884
60,0.9960933132518236,0.954124189063948,0.8645481981182318,0.9035345296356716,0.018041237113402,0.7472682934366153,0.9904413401202388,0.9874221552743416
80,0.996869502011283,0.9662100456621006,0.8837209302325582,0.9125890296919804,0.8611898016997167,0.9241158618595277,0.9937257920739136,0.9865154806703322
100,0.9981785303954648,0.9685928244104168,0.8895037815901126,0.9780230807827396,0.8831710709318498,0.9434938576221168,0.9961620163877998,0.9891343507162524
120,0.9984306076073448,0.9753268902785672,0.8836689038031319,0.978685079555689,0.8759744861800143,0.9424171934849492,0.9964371395439398,0.9905325365024934
140,0.998566614488575,0.9662722547827048,0.9230498945888966,0.9773254056232992,0.9158383035122596,0.9562104945991472,0.9968790648564132,0.9906202562515172
160,0.998641246096056,0.9745868945868944,0.9213483146067416,0.980761523046092,0.90814332247557,0.9566962601622708,0.9970872916009798,0.9913330112402908
180,0.998620994533464,0.9765054744525548,0.9139385757678028,0.9799438427597272,0.9212598425196852,0.9580537460066468,0.9970453190724572,0.9917144003368988
200,0.9963956430414096,0.9790162454873648,0.9073291050035236,0.866278042748631,0.9021218343600276,0.9302281741281913,0.993030982647428,0.9912054549568368
220,0.9987929317247884,0.9839439167797376,0.9409517193469954,0.9781994348001616,0.9071332436069988,0.9618042492517362,0.9975011493337744,0.9908839477614556
240,0.9985900744539632,0.9783032946848812,0.9302162067147128,0.9773666601062784,0.8956461644782309,0.9560244800876132,0.9970875991852166,0.9919583508379396
260,0.9987429642289192,0.9784982550939998,0.9320257017247208,0.9809648504381104,0.919205298013245,0.961887413899799,0.9973681085638304,0.9922311288386548
280,0.9985541437711952,0.9788106630211896,0.9047873287061754,0.9801258364126636,0.8754301445285616,0.9475416232879568,0.9968206020917272,0.992279599917558
300,0.9985807550383196,0.968621798425546,0.9164284513199932,0.9831286812418888,0.8969696969696971,0.9527458765990888,0.9969109529519476,0.9924568749976852
320,0.9987355232246632,0.9764439411098528,0.9268204103867804,0.9850183549955353,0.862526168876483,0.949908879718663,0.9972109103411048,0.9925496210368164
340,0.9988120419349198,0.9775408348457352,0.9279759919973324,0.9828605200945626,0.8517441860465117,0.9477867149838124,0.997249691644758,0.9928900683982784
360,0.9989743927976652,0.9790545953988784,0.936871314602844,0.9894422310756972,0.8745570517363572,0.9557799171222884,0.997668725330127,0.9929459890846544
380,0.999049486128438,0.966933518969718,0.916557161629435,0.9903626428216592,0.907451923076923,0.9560709465252348,0.9974783821827438,0.9931396402436192
400,0.9986174894993468,0.9798014378637452,0.9082774049217002,0.9881858229875852,0.9029126213592232,0.9555589553263202,0.9971224809978096,0.9934686595916308
420,0.998329966285472,0.9640120733689342,0.8236990053337178,0.9914529914529916,0.8786610878661087,0.9312310248614448,0.9958391950783316,0.9930832629826464
440,0.9989462974475332,0.9793837788853648,0.946372239747634,0.9896083133493204,0.9095928226363008,0.9647806904132306,0.9978218380849344,0.9937132929940028
460,0.9990098454368728,0.9800269299820468,0.9430477167778348,0.9863393387448032,0.9367564182842832,0.9690360498451682,0.9978751303804514,0.9937256630574758
480,0.9990285128990064,0.981093159161224,0.9431721798134012,0.9878648079430348,0.9455958549222796,0.9713509029477893,0.9979548734957924,0.9938379232750058
500,0.999099449773708,0.9819428571428572,0.9420035149384888,0.988391705526342,0.9173399627097576,0.9657554980182306,0.9979636547755086,0.9939370688371008
520,0.9990546878737736,0.9811794228356336,0.9148306478132194,0.9907157831686132,0.8757984386089426,0.9523157960600364,0.997595538195184,0.9939662440217184
540,0.99910431955503,0.9817398208007256,0.9463380527879742,0.9904724096863834,0.9470325462667516,0.9729374298193731,0.9981107649156142,0.9942023532792794
560,0.9988333352585226,0.9825158946412352,0.9467476149176064,0.972894199941708,0.9441233140655106,0.9690228717649166,0.9975788260724278,0.9942942343216872
580,0.9989957438668644,0.9828584402315812,0.9483535528596188,0.9870572890538778,0.9088416723783416,0.9652213396780568,0.9978937093013576,0.9943388589249682
600,0.9989205106281837,0.9818058537687874,0.934374480810766,0.9907563860451248,0.9171203871748336,0.9645955236855388,0.9977570108343858,0.9944238591187986
620,0.9990847519677832,0.9801628253640638,0.9491525423728816,0.9896886575232756,0.9460688758934372,0.9728315306242884,0.9980810597863224,0.9946472729445768
640,0.9987387202963676,0.9728345580048988,0.9382841641234316,0.9887106357694592,0.8878504672897195,0.9572837090967752,0.9973894762016006,0.994567339081701
660,0.9990976262787064,0.979888649017157,0.9375966993295514,0.9905104385176308,0.9356435643564356,0.9685473954998962,0.9979707593855672,0.9947577135837246
680,0.9990545443745392,0.9807187678265832,0.9368104312938818,0.9904990499049906,0.9352251696483652,0.968461592609672,0.9979326430386076,0.9946814715860688
700,0.9990461133243776,0.9805165382872678,0.9326891036321228,0.9917371826779492,0.9334163036714374,0.9674810483186308,0.997899046535297,0.994914792108946
720,0.9986857920249368,0.9775191144585188,0.8967926325817721,0.9903702968331184,0.933832709113608,0.9594401090023909,0.9971600834831272,0.9949117096174231
740,0.9990828926489556,0.9807099646159114,0.9420264923447444,0.9881668672282392,0.9248768472906403,0.9669726128256982,0.997945487477387,0.9950949951620816
760,0.999064413558908,0.9803428571428572,0.9362416107382552,0.9908220271348764,0.9159104658197216,0.9644762748789236,0.9978897645349633,0.995165150276452
780,0.999018250638137,0.9814185361432132,0.948316899013941,0.9894842263395092,0.9077844311377246,0.965204468654505,0.997930841154802,0.9952498463325884
800,0.9986163899997028,0.9810032988283472,0.906546565867782,0.9920461324318952,0.8985849056603774,0.9553594585576208,0.9971732157692632,0.9951997632434206
820,0.9989990881313618,0.9805172610231286,0.9228007181328548,0.992147897823278,0.9509241555130656,0.9690778241247378,0.9978119448187808,0.9953477602656864
840,0.999020497007074,0.9698165776642677,0.9250343878954608,0.9929444499652192,0.9447035309793472,0.9663038887022738,0.9977007945586284,0.9953962805168952
860,0.9981576916785496,0.9715762273901808,0.8685574870387313,0.989817103311913,0.9258123850398527,0.9507841788918456,0.9962821383757522,0.9953720198455018
880,0.998891308651752,0.9662326197307436,0.9407603890362513,0.9921494584120044,0.9461942257217848,0.9688456003105071,0.9976627422609692,0.9954231344941744
900,0.9988824749959972,0.9599813323999532,0.884213856374565,0.9927485844839574,0.8994581577363034,0.9470568811981552,0.9969413609570804,0.9953849089290512
920,0.9990510940473069,0.9811108612547784,0.938858695652174,0.9924483306836248,0.932591218305504,0.9688120399886776,0.9979783276616252,0.9953559085147766
940,0.9990829985288394,0.9813073524413732,0.9492464922917028,0.9932243921881226,0.9057377049180328,0.965719788073614,0.9980544635668204,0.9953790505716816
960,0.9991668165297002,0.9837618403247632,0.9457551231272604,0.993529118964659,0.9304075235109718,0.9705240844914708,0.9982018204381424,0.9953518421213918
980,0.99914897266487,0.982225744367712,0.9408621303883148,0.993636905945516,0.9391086001255492,0.9709964706983925,0.9981409825974822,0.995354469864612
1000,0.9988163687778884,0.9815213694592452,0.9149178461037905,0.992951454383004,0.9296296296296296,0.9635673336707116,0.997539213350096,0.995354591157698
1020,0.9991173991154194,0.9816858150381071,0.9444157632077096,0.993333996617252,0.9340796019900498,0.9705265151937076,0.9981188702103054,0.9953568276543896
1040,0.9990362686434161,0.9812563898670907,0.9393024815560027,0.9932392125671108,0.9327575570635411,0.9691183819394322,0.9979832395833563,0.9953523559020226
