Trained Records Size,O,PERSON,LOCATION,DATE,ID,macro avg,weighted avg,confidence,eval_size
20,0.9937762262999552,0.940126175455303,0.6709016393442622,0.8477666362807657,0.0,0.6905141354760571,0.9853079569722372,0.9786276406129104,
40,0.9928600808546272,0.9695926563396444,0.0389784946236559,0.948731120928799,0.0,0.5900324705493453,0.9806240487948856,0.9839895614825908,
60,0.9965767266908084,0.979374433363554,0.8782608695652174,0.9090401785714286,0.6880811496196111,0.890266671562124,0.9931016851948072,0.9803286361667416,
80,0.9957534634989088,0.9708825182686902,0.756415649978965,0.9059734513274336,0.7923954372623575,0.884284104067271,0.991275396492028,0.9806224741641874,
100,0.9960541698339388,0.9763851044504996,0.7467105263157895,0.9052302601342036,0.8567375886524823,0.8962235298773826,0.9916958189119144,0.9816623432794938,
120,0.9954342410516558,0.9697599261311172,0.5959952885747939,0.914137896726694,0.6972130373169579,0.8345080779602437,0.9893733662420888,0.9856301213293832,
140,0.9958336006210944,0.973004153207199,0.5452751048605972,0.9600941268751838,0.90873786407767,0.8765889699283489,0.9905798551224788,0.984384010603248,
160,0.9979794780950684,0.9820919356678454,0.9142857142857144,0.9480081026333558,0.8953409858203917,0.9475412433004752,0.995940540910244,0.9840126875268692,
180,0.9963544148514312,0.9563385227671778,0.8919499105545617,0.9152103559870552,0.4368048533872598,0.8393316115094971,0.992179427357874,0.9835736342541336,
200,0.997579099227288,0.9575686732904732,0.8310484649546245,0.9773728474169004,0.9140939597315436,0.935532608924166,0.994959144601401,0.9838939172949908,
220,0.9973758045882158,0.921099757716212,0.9134206497703692,0.9791183294663574,0.711864406779661,0.9045757896641632,0.9945490571118406,0.9846605146786072,
240,0.9976733502764548,0.975775413176364,0.8370663153271848,0.9773269689737468,0.9188838416612588,0.941345177883002,0.995370768009998,0.984549248146126,
260,0.9979513364109984,0.9430432208407342,0.916971279373368,0.9730106563091324,0.9065934065934064,0.947513979905528,0.995816958889346,0.9854807424211588,
280,0.9983125567572032,0.978503095104108,0.9294647323661832,0.9621423754936904,0.9265387160820648,0.9589922951606498,0.9966502969422166,0.9853624933882648,
300,0.9981044247670916,0.981536357419649,0.8584544758990055,0.9763748652092932,0.9449838187702264,0.9518907884130532,0.9961100632173604,0.9839970500725213,
320,0.9988567242923816,0.9784909525435302,0.9331523583305056,0.9869560888180822,0.9411764705882354,0.967726518914547,0.9976362155458708,0.9839967494722628,
