Trained Records Size,O,PERSON,LOCATION,DATE,ID,macro avg,weighted avg,confidence,eval_size
340,0.9982352679476216,0.9778232685090412,0.9000182781941145,0.9787234042553192,0.8691922802001429,0.9447984998212478,0.9964197020798268,0.9841869075044516,
360,0.9982812337472572,0.9769325981771126,0.9288829251928884,0.958109146810146,0.9333333333333332,0.9591078474521476,0.9965452543154906,0.9846886180367158,
20,0.9914115127289268,0.9418823529411764,0.3348289399887829,0.7655934418438874,0.0,0.6067432495005548,0.9786601257038589,0.9770498270679754,0.0
40,0.9965668993801986,0.9547903490278754,0.8514955396186811,0.9364398119762928,0.0,0.7478585200006096,0.9912641044873997,0.9815787919139392,0.0
60,0.9966773034647216,0.9511622446583704,0.8285714285714285,0.9324508876982875,0.6515679442508711,0.8720859617287358,0.9926288662187044,0.9818306545664424,0.0
80,0.9974099581507232,0.9730221969265794,0.8397729353598242,0.9710173895662602,0.7386363636363638,0.9039717687279504,0.994565957188578,0.9827352349915142,0.0
100,0.9974348842569728,0.9749548736462093,0.841107025353203,0.9684854665986742,0.7019867549668874,0.8967938009643893,0.994499775070172,0.9870140265272412,0.0
120,0.9969671704872834,0.9719795802609188,0.9007950224680265,0.9151979330072898,0.7728337236533958,0.9115546859753828,0.9938842227615162,0.9825010568191368,0.0
140,0.9976929457570156,0.9762174405436014,0.8965153115100316,0.9572349150556532,0.7596532702915682,0.917462776631574,0.9952367371236854,0.9839911181608484,0.0
160,0.9959554138024392,0.969359963685883,0.7929049323167887,0.9532045738445276,0.5048543689320388,0.8432558505163354,0.9918364939252362,0.9845170076397874,0.0
180,0.9960279850991852,0.9593763724198509,0.6045105789351314,0.9861097231937644,0.7022292993630574,0.8496507918021978,0.9910332988450244,0.9831768815010368,0.0
200,0.9930713209730638,0.9721341187131852,0.6175029171528589,0.7465804526237255,0.6755852842809363,0.800974818748754,0.9846206417004276,0.9841517487506052,0.0
220,0.9964582737290728,0.9759505267979844,0.7351164797238999,0.9442643521907352,0.8045627376425855,0.8912704740168556,0.992464564446876,0.983554600567322,0.0
240,0.9965765988073206,0.973593570608496,0.7228915662650602,0.9792597003076312,0.6068222621184919,0.8558287396214,0.9925083952895556,0.9845540063104842,0.0
260,0.9901561550176812,0.973903133903134,0.9108187134502924,0.0328253223915592,0.5856754306436991,0.6986757510812731,0.9729761854899784,0.9843069359661928,0.0
280,0.9983638732661512,0.9772701313535124,0.9198751300728408,0.9735664904432696,0.8468981217985202,0.9431947493868588,0.9965819703893408,0.9859081264691412,0.0
300,0.9983424402907408,0.9781569965870308,0.907605070046698,0.9785468528637928,0.8925848925848926,0.951047250474631,0.996651109350602,0.9849326055101518,0.0
320,0.9977540374634456,0.977941176470588,0.8406421299921691,0.9784739767559372,0.8669039145907473,0.9323430470545776,0.9954032315613164,0.9831923399216818,0.0
340,0.9886344171447868,0.9802398629354656,0.5934803451581975,0.0578703703703703,0.8154311649016642,0.6871312321020968,0.96963840953054,0.9843070847178452,0.0
360,0.9983235720278846,0.9723922837010512,0.9157822663471412,0.987359410769384,0.7457351746547523,0.9239185415000426,0.996410839997866,0.9846949979838944,0.0
380,0.995553452236584,0.9777424483306836,0.912017559904884,0.775924583031182,0.8076045627376426,0.8937685212481952,0.9905812145126082,0.9841968261238524,0.0
400,0.99804307862607,0.9743119266055046,0.9205020920502092,0.9603605449144732,0.8435672514619884,0.939356978731649,0.9960205814117854,0.9847179369796544,0.0
420,0.9982314712412172,0.943547436652917,0.9357575757575758,0.9852472089314196,0.8719037508846427,0.9469374886935544,0.9963760911936016,0.9850122111441856,0.0
440,0.9935900063788372,0.4684156023472557,0.9314092285765188,0.9763955019754836,0.809415337889142,0.8358451354334475,0.984942724445602,0.9846873280173104,0.0
460,0.9984624470847536,0.9822578822465816,0.917021974417842,0.9733292769495996,0.8998628257887517,0.9541868812975056,0.9968450039123584,0.9852934180737724,0.0
480,0.9984965975629057,0.9620018535681186,0.9383015597920276,0.9836164438637048,0.8944099378881987,0.9553652785349912,0.9969407893657942,0.9851974954131476,0.0
500,0.9961185191517624,0.9525368248772504,0.7378849881542107,0.9802158273381296,0.372093023255814,0.8077698365554333,0.9913571541255992,0.9846583786572802,0.0
520,0.9977616835831524,0.9765589440145654,0.9306897136078632,0.9810949192595512,0.2359679266895761,0.8244146374309416,0.994728647061958,0.985064169371664,0.0
540,0.9979851962168476,0.983809309646953,0.9411351256369708,0.9261945392491469,0.8928571428571428,0.9483962627214122,0.9958643391490029,0.9848959228644044,0.0
560,0.9973090893530456,0.9307645996387718,0.8313158922295978,0.9880845098628216,0.8786373314407381,0.925222284504995,0.9944118289202069,0.9852758440297144,0.0
580,0.9973728568042348,0.974722635251058,0.7682091720273916,0.987533659120375,0.8159278737791136,0.9087532393964348,0.9943453418907284,0.9856694260178772,0.0
600,0.9986158929799874,0.9534285045635386,0.8728555395222062,0.9842068202394124,0.8988910632746248,0.9415995641159538,0.9963520786529036,0.984821142949608,0.0
620,0.9987710792893044,0.9683383406517218,0.9051667756703728,0.9885332535646624,0.8587731811697576,0.9439165260691638,0.9969787132831952,0.9845587407228218,0.0
640,0.9984179538319664,0.9760238614202132,0.9178871153529702,0.9754993604250712,0.7968992248062016,0.9329455031672844,0.9965072002093628,0.9843606216066738,0.0
660,0.9984999934065644,0.9789521848547243,0.92717333803562,0.9802466659981952,0.8136826783114991,0.9397109721213204,0.99682880805933,0.9843390061908848,0.0
680,0.9942843831103848,0.962495618647038,0.300174520069808,0.9590172395994632,0.6802030456852792,0.7792349614223947,0.9861155369160188,0.985007224137657,0.0
700,0.9990055527428108,0.9813735573077362,0.9368923457663072,0.9918342959569808,0.866210329807094,0.9550632163161856,0.9977490245150136,0.9853328648241468,0.0
720,0.9986863424113612,0.9751323969606264,0.9318387271741096,0.988169798190675,0.8996539792387543,0.9586962487951052,0.9973321250847912,0.9851741692257786,0.0
740,0.9956570962849524,0.9825115649328668,0.9376907882923324,0.7310310057978321,0.8897903989181879,0.9073361708452344,0.9904693056293452,0.9851305313346832,0.0
760,0.9970333830786012,0.9802227779040692,0.7661460531869987,0.9420411591768164,0.9156777014366022,0.9202242149566174,0.9935964626017628,0.9849085361696706,0.0
780,0.9985907032621756,0.9768566493955096,0.8949453335446047,0.9875826156619268,0.9099590723055936,0.953586874833962,0.996940214544821,0.9851372700083084,0.0
800,0.9967977131691784,0.979802616479229,0.664378860672615,0.9786372380277412,0.9033584647018504,0.9045949786101228,0.992979089266442,0.9855836953344074,0.0
820,0.9953246002253916,0.680952380952381,0.9424648009734052,0.9859578736208626,0.7695961995249406,0.8748591710593964,0.9897380317059162,0.9857291475973756,0.0
840,0.9989562602127382,0.9810675182481752,0.9399857954545456,0.9868434267349604,0.9473023839397742,0.9708310769180386,0.9978437847621078,0.985628043992694,0.0
860,0.9986608880357272,0.9805358369590108,0.9335234361076457,0.974816577434067,0.9290561381863048,0.9633185753445512,0.9972578744202436,0.9853996619817637,0.0
880,0.9983293902109516,0.9516948151647572,0.9354375896700142,0.9847297568816556,0.9118250170881752,0.9564033138031108,0.996669903285142,0.985424414290142,0.0
900,0.9984019295465104,0.979521793845098,0.9178761712291016,0.9802060189860634,0.8510324483775811,0.945407672396871,0.9967472735084252,0.9860803502080012,0.0
920,0.9988143745949662,0.9801006404391585,0.93969241403145,0.9783313082219524,0.9482976040353088,0.9690472682645672,0.9975584928265128,0.9857915077444064,0.0
940,0.9984165196056624,0.981386319515816,0.928829479768786,0.9902409878510255,0.6961602671118531,0.9190067147706286,0.996671420031924,0.9859323432372396,0.0
960,0.998023760980478,0.978928080622996,0.9262622593534326,0.9631838749485808,0.7451923076923078,0.9223180567195588,0.995925491818768,0.9857757723516865,0.0
980,0.9953225287250608,0.7464669304691915,0.9429793300071274,0.9864362503767709,0.3020948180815876,0.7946599715319477,0.9895286913433252,0.9859188444969754,0.0
1000,0.9989249013943304,0.9839827331591504,0.9497363796133568,0.9872860146160776,0.8802153432032301,0.9600290743972292,0.9977883231266726,0.9857091276878182,0.0
1020,0.998735218797254,0.9844265090371718,0.9505676855895197,0.9687691365584814,0.9098507462686568,0.9624698592502168,0.9973977475163078,0.985643299647566,0.0
1040,0.993675183954388,0.3795059469350412,0.9454481048529932,0.9887259303601716,0.9336609336609336,0.8482032199527054,0.9844074468043728,0.9857066363767146,0.0
1059,0.9990403071017276,0.9823281267814388,0.9439601494396016,0.9895115373089602,0.9461001902346228,0.9721880621732704,0.9980181677455336,0.9856632092103372,0.0
