Trained Records Size,O,PERSON,LOCATION,DATE,ID,micro avg,macro avg,weighted avg
655,0.995910811445385,0.8242518981688254,0.8040077342239409,0.8209936207229848,0.7503526093088858,0.9896387720608466,0.8391033347740043,0.9903380312218656
665,0.9918282882010326,0.8129045729797452,0.6015755550250658,0.7142504930966469,0.7350427350427351,0.984177105515486,0.7711203288690451,0.98370995511451
675,0.9957277084327738,0.8117338003502628,0.8085867620751342,0.8144397562119081,0.7629281396910679,0.9894021413005716,0.8386832333522294,0.9900862702805152
685,0.9947238913318877,0.8067796610169491,0.772446881425634,0.8249229583975347,0.7455540355677155,0.9883544103150896,0.8288854855479441,0.9889313293074626
695,0.9913586210019472,0.7572275311479376,0.582744594305288,0.7668692695992582,0.6809487375669471,0.9835084326050962,0.7558297507242756,0.9831524077263828
705,0.9932844947928892,0.7761053621825024,0.6600985221674877,0.807714016933208,0.6992248062015504,0.9861513556488964,0.7872854404555275,0.9863411435997428
715,0.9955423005536432,0.8039542143600417,0.8030018761726079,0.8176805905990094,0.7472677595628415,0.9892432271734156,0.8334893482496287,0.9899779523622672
725,0.9920109258825944,0.7858528237307474,0.747171211278056,0.7557803468208092,0.6292335115864527,0.9852610101900048,0.782009763859732,0.9851743593283496
735,0.9954622414690376,0.7945470158866467,0.7901273384687941,0.8085032235581111,0.7152126892573899,0.9889549586494428,0.8207705017279958,0.9895606610123316
745,0.988610978785202,0.6693600938355272,0.3680756103964295,0.7274944117049381,0.617987533392698,0.979821145816311,0.6743057256229589,0.9778398031021156
755,0.9880156882195984,0.6874841330286874,0.3561497326203209,0.7017286537454165,0.3621867881548975,0.9790428582786588,0.6191129991537843,0.9766813593919268
765,0.9924275479131044,0.792055305607374,0.7395736793327155,0.7823707059267648,0.593065693430657,0.9859522316139502,0.7798985864421232,0.9858612685966406
775,0.9922449397472434,0.7890398752506126,0.7526209306602907,0.7892920436526443,0.6271477663230242,0.9859857355002902,0.790069111126763,0.9859214671654718
785,0.9951088995694044,0.7626575945567341,0.7506480041472264,0.7958773252890899,0.6756152125279642,0.9880310634247642,0.7959814072180837,0.9886063391660839
