Trained Records Size,O,LOCATION,DATE,PERSON,ID,macro avg,weighted avg
56,0.9956007748429496,0.7589406533926155,0.944359464627151,0.8738965952080706,0.7543859649122806,0.8654366905966133,0.990313055336972
68,0.9964772437190688,0.7741181056324304,0.9639170189755186,0.923292142690604,0.7516679021497406,0.8818944826334725,0.9922892264250488
80,0.9970759992809564,0.8178108923186093,0.9770977097709772,0.9324666740112372,0.7762962962962963,0.9001495143356152,0.9936640048200782
92,0.9968474024046802,0.8066920655954944,0.974823365509006,0.9376903256031855,0.7841945288753799,0.9000495375975491,0.9933985509276996
104,0.9976076910013898,0.8147410358565736,0.9804593070104756,0.9077911062643887,0.7754137115839244,0.8952025703433504,0.9938511943878008
116,0.9977402583692913,0.8642061281337048,0.9763593380614656,0.9463880054520674,0.8821917808219177,0.9333771021676892,0.9951690233609914
128,0.9978934042784664,0.8614998205956227,0.9825362175034728,0.9550444932393388,0.8616655196145906,0.9317278910462984,0.9954604435117947
140,0.9976931530538496,0.827530625402966,0.9820596689463772,0.956461961503208,0.8428674873280232,0.9213225792468848,0.9949219156702176
152,0.9981534606126554,0.8828576431448082,0.9857743939090362,0.963197825840788,0.838235294117647,0.9336437235249868,0.9960152849083564
164,0.9980506758316788,0.8690159574468085,0.9846831514666132,0.95616976986238,0.8394886363636365,0.9294816381942236,0.9956764587453624
176,0.9981090861132405,0.8868127919511318,0.9774717166748648,0.9621238127932256,0.8517165814463112,0.9352467977957548,0.9958948146151868
188,0.9979656922998236,0.8547148226834451,0.9815146094215862,0.9639133921411388,0.8490432317505315,0.929430349659305,0.9955443879533004
200,0.9981607225262048,0.8677268475210477,0.984401390958768,0.9627677855424448,0.8891803278688525,0.9404474148834636,0.9959787815595826
212,0.9980799303232448,0.8696264975334742,0.98345715700842,0.954530144829909,0.8880105401844531,0.9387408539759002,0.9957856580120376
224,0.9977480264297558,0.8810848400556329,0.9823652485802532,0.9343098091433644,0.89247311827957,0.9375962084977152,0.995283565557014
236,0.9980050911393074,0.8777527310560083,0.9849736292168376,0.9514428091319967,0.8780487804878049,0.9380446082063908,0.9957455291908804
248,0.9981187932553788,0.8797297297297296,0.9743036484896036,0.9649404216315308,0.9029003783102144,0.9439985942832914,0.9959523057215248
260,0.9981879846399137,0.8809736889207088,0.985932355582161,0.96240082787168,0.8906832298136645,0.9436356173656256,0.9961499115985886
272,0.9980934552950697,0.8594712060847519,0.9854087547471516,0.9643435980551054,0.8108493932905068,0.9236332814945172,0.9956858070844116
284,0.9983428447995832,0.8752154429507066,0.986002799440112,0.96514012303486,0.8616944243301955,0.9372791269110914,0.9962142256792554
296,0.9981258516981169,0.8734155235283902,0.9855216184053948,0.9561019422925788,0.8381201044386424,0.9302570080726248,0.9957981349152056
308,0.9981312912233364,0.8877865206979131,0.9837382051796828,0.9660099089756884,0.8019559902200489,0.9275243832593338,0.9959582061607164
320,0.9983231518808894,0.8846351051102376,0.987059526179574,0.9641286739180748,0.8517985611510792,0.9371890036479712,0.9962607796473756
332,0.9982743360643984,0.891053391053391,0.9838064774090364,0.9653819524578816,0.9266980497646268,0.9530428413498668,0.9964210777006738
344,0.9984616373916096,0.89719291972108,0.979197476091886,0.9682575930577756,0.9049271339347676,0.949607352039424,0.9965711456542456
356,0.998017860708916,0.84904738641915,0.984243385194728,0.9608021877848678,0.9222591362126246,0.9428739912640574,0.9957200727976728
368,0.9983308538045648,0.8986151478885279,0.9793144208037824,0.9667590027700832,0.917180013689254,0.9520398877912426,0.996469588037875
380,0.998232991095661,0.9026178010471204,0.971596474045054,0.9695800227014756,0.8996805111821087,0.9483415600142836,0.996286785962896
392,0.9982301235284704,0.897353783920445,0.9742733699921444,0.9618019273191688,0.8935281837160751,0.9450374776952608,0.9961542621227047
404,0.998507273126133,0.9001876812830575,0.9839260598754268,0.970581579542883,0.9052069425901202,0.9516819072835242,0.9967509708473182
416,0.9984032726313012,0.9025184169950315,0.9861897665176352,0.958555221115999,0.8965936739659367,0.9484520702451806,0.996519492648626
428,0.9978441374073524,0.8847646364096508,0.953861003861004,0.965805213858481,0.9246298788694484,0.9453809740811874,0.995475056107738
440,0.9984151930380636,0.9027457927369352,0.9806835066864784,0.9719498289623716,0.9366427171783148,0.9580874077204328,0.9967302946787836
452,0.998441465912633,0.9048207663782448,0.9819444444444444,0.9731757217549444,0.9209844559585492,0.9558733708897632,0.9967737564701292
464,0.9984175024231994,0.9101386637853413,0.9813971897882446,0.9701611981250716,0.8769898697539797,0.9474208847751672,0.9966419070733342
476,0.9984785421697672,0.9068680330816252,0.9871501145532424,0.9621247113163972,0.9442970822281168,0.9597836966698298,0.9968129995525709
488,0.9984177502355226,0.9080856945404284,0.9832490831598772,0.9694579060069876,0.9130158730158732,0.9544452613917376,0.9967304609557842
500,0.9981402732329706,0.8943201376936316,0.9739164542067072,0.9661323097764732,0.9157556270096462,0.949652960383886,0.9961491811067262
512,0.998557198425615,0.9146170063246662,0.9862137862137862,0.96860372188606,0.9348404255319148,0.9605664276764084,0.9970126261366686
524,0.998231262436436,0.88110964332893,0.9785890478539716,0.9638248847926268,0.8959891230455471,0.9435487922915022,0.9961086041416446
536,0.9982501249321738,0.883484954513646,0.98096083653941,0.9602188532998972,0.9203539823008848,0.9486537503172024,0.9961950984516788
548,0.9982342185344344,0.8771342484097757,0.9848078641644326,0.9661016949152542,0.9137380191693292,0.9480032090386452,0.9962488115485152
560,0.998278494705217,0.8877622377622377,0.9862904828134312,0.9630733944954128,0.90625,0.9483309219552598,0.9963522128313562
572,0.998431078827153,0.8990194391880268,0.9872036504315048,0.9646683382721676,0.8948350964530181,0.948831520634374,0.9966113327721458
584,0.9980161088004226,0.8892600634708536,0.9781007561622312,0.9558609900547548,0.8,0.9242475836976524,0.9956248240284395
596,0.998467853791361,0.9138142882218712,0.9815454455738676,0.9646736023779582,0.9058355437665784,0.9528673467463272,0.996719732209606
608,0.9978955082718904,0.9059354390836516,0.9807862843629914,0.9641597451359654,0.7852956846030901,0.9268145322915178,0.995786126548802
620,0.9983454824081728,0.8910525432264563,0.9845878492592224,0.9609242269792728,0.8414096916299559,0.935263958700616,0.9962318731642302
632,0.998330391327924,0.8982531964703764,0.9863695154710974,0.958031505116707,0.8608321377331419,0.9403633492238492,0.9963188818422986
644,0.9983006736320916,0.9029611130931144,0.9834520108314112,0.9640519122545078,0.8859342197340798,0.946939985909041,0.9964326951603288
655,0.9981697465206204,0.8897531281704429,0.987829209896249,0.9641923382971468,0.847900113507378,0.9375689072783674,0.9961645927082614
