Trained Records Size,O,PERSON,LOCATION,DATE,ID,macro avg,weighted avg,confidence
5,0.9788163100524828,0.0094360817793754,0.0,0.0,0.0,0.1976504783663716,0.9382619096967324,0.9712445755733063
10,0.9955848001316006,0.9519327731092436,0.7489103657381088,0.926716917922948,0.0,0.7246289713803801,0.9891823857313176,0.928729925666404
15,0.9953624980677076,0.952112013178021,0.8002045687009888,0.903954802259887,0.0,0.7303267764413209,0.9890823949889964,0.9839896109792924
20,0.9926851392742184,0.9587024042332912,0.7938331318016928,0.7505834525333133,0.1082410824108241,0.720809042050668,0.9843719492659218,0.978763734651317
25,0.9959869068932808,0.964475201845444,0.7729393468118195,0.928064413603136,0.3114035087719298,0.794573875585122,0.9907436381439328,0.9863406466531444
30,0.9975512223275756,0.9713437607032768,0.8630323679727427,0.9469445283398772,0.8308977035490606,0.9219539165785064,0.9947334831531108,0.9867710671177298
35,0.9971009608951836,0.9665998663994656,0.8407565588773642,0.9479240686224748,0.8868832731648616,0.92785294559187,0.9941819161470792,0.9870905798109244
40,0.9979595805767894,0.9672625957743208,0.8919944789510006,0.9493722988269192,0.8575096277278563,0.9328197163713772,0.9954380772001064,0.9912992720046409
45,0.9981647499966992,0.9803788136554384,0.920696324951644,0.9523531131248174,0.8584527220630371,0.9420091447583272,0.9961326724125268,0.988330851627314
50,0.997726210664848,0.9436863764349144,0.8989632753470392,0.976310833581128,0.8163265306122449,0.926602645328035,0.995277194658466,0.987069915010971
55,0.99747655567133,0.9748675757917276,0.834061135371179,0.9736575481256332,0.6508771929824562,0.8861880015884651,0.9944315672490466,0.9920817696808092
60,0.9969533715415476,0.9632671179669292,0.7937314697162219,0.9802901450725364,0.8732193732193733,0.9214922955033216,0.9940422285364628,0.9917107661265628
65,0.9982959620563155,0.9713710579288748,0.8724092032705838,0.9753624657812024,0.9144316730523626,0.946374072417868,0.9961895512387968,0.9919386414675524
70,0.9971146103235772,0.9671434957532408,0.8257333720592507,0.9661315583398592,0.8870867124142233,0.9286419497780304,0.994354412772979,0.9904427209819838
75,0.9986560447479385,0.9733109994416528,0.91867415323311,0.9790335463258784,0.930601454064772,0.9600552395626704,0.9970860735130382,0.9921757809041362
80,0.9967433713797088,0.9586412264254992,0.7960129159062193,0.9754643885964042,0.9395109395109396,0.933274568363754,0.993881631996406,0.9912240017425872
85,0.9972798496594464,0.9394119747649088,0.8702348864073932,0.9748478701825556,0.7784711388455537,0.9120491439719716,0.9944093665615218,0.9918175007571776
90,0.998467408931261,0.9738517507958162,0.9355790935926376,0.9660651235778736,0.937748344370861,0.9623423442536898,0.9968796557131404,0.9910816957997431
95,0.9984935489613068,0.9745055447582028,0.9356787491115848,0.9741100323624596,0.9088378566457898,0.9583251463678688,0.9969725203393645,0.9923762791036176
100,0.9970287059741694,0.924277578569922,0.9107438016528926,0.9525007255489988,0.8563348416289592,0.9281771306749884,0.9941638790723551,0.9895485217288444
105,0.9987767886580942,0.9822015644484752,0.9347436357117246,0.9817195660907996,0.9298842750170184,0.9654651659852224,0.9975154117888236,0.9924623739189988
110,0.99861710694813,0.9810893443551127,0.9247347480106102,0.9797481108312344,0.9036144578313252,0.9575607535952824,0.997159264817125,0.9920225071198504
115,0.998668191872674,0.9794628751974724,0.9298118668596238,0.9756493506493508,0.9393530997304584,0.964589076861916,0.9972539341656024,0.9926651363389728
120,0.9987251986826504,0.9786071916249433,0.9380927746163132,0.97684252919855,0.953125,0.9690785388244914,0.9974254125844052,0.9923142716359704
125,0.998790080639312,0.9770062083237526,0.9397207000176772,0.978817833366956,0.9500998003992016,0.96888692454938,0.9975042736703184,0.992973252041248
130,0.9973508777995655,0.9742998732280742,0.9381074168797952,0.8779024552827464,0.9443708609271524,0.9464062968234668,0.9944519776018464,0.9923014366470636
135,0.9967199448196468,0.9819420783645656,0.9300384037401904,0.8718394300112955,0.9306803594351732,0.9422440432741744,0.9937500816290202,0.9865761087606032
140,0.998906894806349,0.977782867613376,0.9440167949615116,0.9837881381532574,0.945910290237467,0.9700809971543922,0.9977356305893696,0.9928671405365525
145,0.998735735765474,0.9824561403508772,0.9426468070535868,0.9711016291698992,0.950967741935484,0.9691816108550644,0.9974347571756472,0.9912492848692344
150,0.9990912644288572,0.9838472834067546,0.948673184357542,0.9891805249449008,0.9488188976377953,0.97392223095517,0.9981330654696848,0.9929302342459456
155,0.9988562903207172,0.9651916108487976,0.9464503750218036,0.9903048475762118,0.9009661835748792,0.960353861468482,0.9975277079691964,0.9925484167668396
160,0.99902218308756,0.9849462365591396,0.9439662743720358,0.9871537535126456,0.9357674104124408,0.9701711715887644,0.9979748511854666,0.9929850499670796
165,0.9990958617526424,0.9815647482014388,0.9445200816882232,0.9903009699030098,0.9554551323434476,0.9741873587777524,0.99810120294724,0.9930255277718808
170,0.9987007519790008,0.9563133238914916,0.9389767125616182,0.989461125472261,0.934353091140854,0.9635610010090452,0.9972532069445365,0.9924185545583598
175,0.9991719806157692,0.986013986013986,0.9490813648293964,0.9902351534475886,0.9552238805970148,0.975945273100751,0.9982768857832796,0.9931535023577348
180,0.9991884482536793,0.9849234923492348,0.951779765035946,0.990047770700637,0.9551656920077972,0.9762210336694588,0.9982991530939564,0.9932577987489816
185,0.9992016231463308,0.9859059645957832,0.9521648044692738,0.9911416343187022,0.9561290322580646,0.9769086117576308,0.9983488378218984,0.9931659240726164
190,0.9989422180417008,0.9858613279040832,0.9285832096321952,0.98998998998999,0.9540453074433656,0.9714844106022672,0.9978588059694602,0.993057580674894
