Trained Records Size,O,LOCATION,DATE,PERSON,ID,macro avg,weighted avg
500,0.9983846619244257,0.9168751737559075,0.9764912280701754,0.9766336633663366,0.9204152249134948,0.957759990406068,0.9967313706539086
512,0.9989161538946776,0.9431345353675452,0.9882187445050116,0.9824629773967264,0.9414519906323184,0.9708368803592556,0.9978185781236236
524,0.998632026283036,0.9246231155778896,0.9790780745024664,0.981074364366278,0.9134045077105576,0.9593624176880456,0.9971399142985056
536,0.9987372250177364,0.9279112754158966,0.983957219251337,0.9799812909260992,0.9460390355912744,0.9673252092404686,0.9974194851722646
548,0.9985218288983776,0.910861423220974,0.986662329212752,0.978945474176714,0.9436769394261424,0.963733598986992,0.997063156660942
560,0.9987021549419344,0.9231524674686964,0.9875993640699524,0.98117854001759,0.9310344827586208,0.9643334018513589,0.9973526698615088
572,0.9989475654862195,0.9405797101449276,0.9879963065558632,0.9805460750853244,0.9103313840155944,0.9636802082575858,0.9977149882076224
584,0.9984198311194508,0.9330543933054394,0.9798876072167998,0.97189811010682,0.8017148981779207,0.9369949679852864,0.9966359367014628
596,0.9988707515028616,0.9463902787705504,0.981465392412395,0.9822892751721878,0.934409687184662,0.9686850770085316,0.99769715367047
608,0.9984443534709632,0.947246645071726,0.9844728956687552,0.9806244995996798,0.788961038961039,0.9399498865544328,0.9969903298577344
620,0.9988724075133024,0.935145977267662,0.9870689655172412,0.977438929516104,0.8630887185104053,0.952322999664943,0.9974526270466072
632,0.9986960961432724,0.9321723189734188,0.9877097925201532,0.972587889112591,0.8776978417266188,0.9537727876952108,0.9972248911359122
644,0.9987491025691848,0.9412028725314184,0.9878288182175108,0.9768497503404447,0.9017681728880156,0.9612797433093148,0.9974815183543388
655,0.998587537014966,0.9358266043348916,0.9901773185355275,0.9793103448275862,0.8457405986185725,0.9499284806663087,0.997215547657981
