Trained Records Size,O,PHYS,PHEN,DISO,PROC,OBJC,GEOG,CHEM,LIVB,ANAT,micro avg,macro avg,weighted avg,confidence,eval_size
860,0.8983375959079284,0.0,0.0,0.6535885167464115,0.5729257641921398,0.0,0.0,0.6674937965260546,0.6762820512820513,0.6329365079365079,0.8163548163548163,0.4101564232591094,0.7927971520957692,0.7965800593301318,0
880,0.9031668299053216,0.0,0.0,0.6031413612565445,0.6060606060606061,0.0,0.0923076923076923,0.678391959798995,0.6666666666666667,0.5970974429854872,0.8108108108108107,0.4146832558981314,0.7914289751362922,0.7968887765283469,0
900,0.8992438176987534,0.0,0.0,0.6292503072511266,0.5582685904550498,0.0,0.3421052631578947,0.5315161839863715,0.6631016042780749,0.6216436126932466,0.7953799953799953,0.4245129379520517,0.785617378370007,0.794349793293318,0
920,0.9010678169860687,0.031578947368421,0.0,0.6265151515151515,0.6051502145922747,0.0,0.3199999999999999,0.575,0.6509433962264151,0.6041666666666667,0.791961191961192,0.4314422193354998,0.7903713327368327,0.7988909005970474,0
940,0.8982338099243061,0.0,0.0,0.627188465499485,0.6100759144237405,0.0,0.0625,0.6343612334801761,0.7031019202363368,0.6666666666666666,0.8146916146916147,0.4202128010230711,0.7939043281861284,0.8015181215928676,0
960,0.900019929582143,0.0,0.0,0.6729191090269636,0.6058252427184466,0.0,0.379746835443038,0.585209003215434,0.6852122986822841,0.5467625899280576,0.8096096096096096,0.4375695008596367,0.7933393630914648,0.798456617550203,0
980,0.908639656560236,0.0,0.0,0.62876254180602,0.6052842273819056,0.0,0.0,0.6012658227848101,0.6620450606585789,0.6512738853503184,0.8119196119196119,0.4057271194541869,0.7970844063709649,0.8042635938304353,0
1000,0.8972377175885476,0.0,0.0,0.5482288828337875,0.6082539682539682,0.0,0.0,0.5303292894280762,0.658578856152513,0.5058823529411764,0.7829059829059829,0.3748511067198069,0.7705608679628823,0.7988322453521367,0
1020,0.8979434941379973,0.0,0.0,0.6646680942184154,0.4068522483940043,0.0,0.0,0.6759776536312849,0.6971935007385524,0.6391554702495202,0.8117348117348118,0.3981790461369775,0.7840551647687595,0.8025502215196643,0
1040,0.902928978745464,0.0,0.0,0.6684280052840158,0.5782073813708261,0.0,0.0,0.6766541822721599,0.592255125284738,0.4716267339218158,0.8106260106260107,0.3890100406879019,0.7874705997050648,0.8030103920488869,0
1060,0.902668863261944,0.1809045226130653,0.0,0.5870158210583742,0.5691768826619965,0.0,0.0,0.4447334200260078,0.670344827586207,0.5517241379310345,0.7904827904827905,0.3906568475138628,0.7782683910498298,0.8067293741717025,0
1080,0.9002066528898073,0.0117647058823529,0.0,0.6847487772343263,0.5887096774193549,0.0,0.0,0.6954177897574124,0.6767830045523521,0.6075675675675676,0.8127512127512128,0.4165198175303173,0.7985531088512258,0.8049571456768007,0
1100,0.8979169362142579,0.0,0.0,0.7068403908794788,0.582975064488392,0.0,0.0,0.535593220338983,0.6699346405228759,0.6557059961315279,0.8176484176484177,0.4048966248575515,0.7951560822018529,0.8065329940515622,0
1120,0.9019607843137254,0.0116959064327485,0.0,0.6773794808405439,0.4336842105263158,0.0,0.4146341463414634,0.6833333333333333,0.6871508379888268,0.6603448275862068,0.8145992145992146,0.4470183527363164,0.7935365810510558,0.8055740585079275,0
1140,0.8936902485659656,0.0,0.0,0.6101159114857745,0.6075533661740559,0.0,0.0,0.6758448060075094,0.6791171477079796,0.6630920464700626,0.8132132132132133,0.4129413526411347,0.7890229509092017,0.806033115137195,0
1160,0.8950648689900788,0.0773480662983425,0.0,0.6116142781033564,0.4272445820433436,0.0,0.0625,0.6543778801843317,0.6971608832807571,0.6471067644661778,0.8065604065604066,0.4072417323366387,0.7787003130430111,0.804645430487438,0
1180,0.9089290605313614,0.054054054054054,0.0,0.6239900559353636,0.6303127506014434,0.0,0.0,0.6752910737386804,0.6839694656488549,0.5175,0.8067452067452068,0.4094046460509758,0.7959953776359618,0.8029680730531712,0
1200,0.9076778775291438,0.0978260869565217,0.0,0.6669912366114898,0.6151035322777102,0.0,0.0,0.6581560283687944,0.6895368782161235,0.6296829971181557,0.8170940170940171,0.4264974637077939,0.8048075846644722,0.8077915756430241,0
1220,0.9068388456977204,0.1683168316831683,0.0,0.6187433439829606,0.6258890469416786,0.0,0.1764705882352941,0.6741854636591479,0.6700251889168766,0.639344262295082,0.8178332178332178,0.4479813571411928,0.8021419047506821,0.8071312448930776,0
1240,0.908493726597911,0.0116959064327485,0.0,0.67734375,0.5978647686832741,0.0,0.2028985507246377,0.6681715575620768,0.6744525547445255,0.5181598062953996,0.8193116193116193,0.4259080621040573,0.7994862230920583,0.8106458933783499,0
1260,0.9101048997477096,0.2650602409638554,0.0,0.6547388781431334,0.6125523012552301,0.0,0.7128712871287128,0.6579234972677596,0.6415552855407047,0.6242263483642794,0.8208824208824207,0.5079032738411385,0.8098012946618329,0.8114310988600432,0
1280,0.9037855993282484,0.2317880794701986,0.0,0.6163061564059901,0.636296840558413,0.0,0.6938775510204082,0.6322188449848024,0.6427289048473969,0.6163522012578616,0.8006468006468006,0.4973354177873319,0.8008845629729082,0.8108075019290092,0
1300,0.9046741726373252,0.2807017543859649,0.0,0.6989150090415913,0.6119307248236049,0.0,0.6862745098039217,0.6731034482758621,0.6986899563318778,0.633720930232558,0.8192192192192193,0.5188010505532705,0.8140012874444159,0.8091723375633945,0
1320,0.9061970877074162,0.2162162162162162,0.0,0.6621226874391432,0.6157860404435748,0.0,0.6857142857142857,0.6938271604938272,0.7074235807860263,0.6447368421052633,0.8193116193116193,0.5132023900905752,0.8117563286215446,0.8122082876976912,0
1340,0.8988284031328888,0.155440414507772,0.0,0.6650270536153468,0.5351851851851852,0.0,0.6423357664233577,0.685483870967742,0.6995768688293371,0.6688907422852377,0.8196812196812197,0.4950768304946867,0.8012388566607191,0.8108908704184798,0
1360,0.9049158693500496,0.1382978723404255,0.0,0.6187050359712231,0.6449375866851595,0.0,0.5974025974025974,0.6883963494132984,0.7044776119402985,0.6661211129296236,0.8214368214368214,0.4963254036032675,0.8070228639732016,0.8130217684156646,0
1380,0.9063025492701956,0.0,0.0,0.668163448585541,0.6366559485530546,0.0,0.5051546391752577,0.6819747416762342,0.6618876941457587,0.6719576719576719,0.8206052206052206,0.4732096693363713,0.8089444172693799,0.8139778307747987,0
1400,0.9028054779949476,0.0,0.0,0.6889692585895116,0.6373770491803279,0.0,0.6857142857142857,0.6798029556650247,0.7055016181229774,0.6842601319509897,0.8252252252252252,0.4984430777218064,0.8119273316155436,0.8139944428711487,0
1420,0.8947515354550531,0.0,0.0,0.6690504568931268,0.5879805089334055,0.0,0.7037037037037037,0.6394160583941606,0.6835016835016835,0.6388888888888888,0.8010164010164009,0.4817292835770022,0.7966347602538532,0.8164907206476745,0
1440,0.9057411612066169,0.0,0.0,0.6284765462847653,0.640728476821192,0.0,0.7131782945736433,0.455045871559633,0.6630630630630631,0.6606822262118491,0.8174636174636175,0.4666915639720763,0.7965971485910508,0.8146510408311797,0
1460,0.8892691893262344,0.0,0.0,0.5576707726763718,0.6686434395848777,0.0,0.6956521739130435,0.6543909348441926,0.6889279437609842,0.6647619047619048,0.812012012012012,0.4819316358867609,0.7878247126832795,0.814937502172836,0
1480,0.9010668610430056,0.0,0.0,0.6843100189035916,0.63510101010101,0.0,0.6451612903225807,0.6777251184834123,0.7112462006079028,0.6511627906976745,0.8221760221760221,0.4905773290159178,0.8082984852117785,0.8176993039147259,0
1500,0.9044079290558164,0.0,0.0,0.6640432857845548,0.6456808199121522,0.0,0.5681818181818181,0.6890982503364738,0.713128038897893,0.656040268456376,0.8263340263340263,0.4840580410625084,0.809264948421545,0.8180535873277761,0
1520,0.8981827899518974,0.023391812865497,0.0,0.6932714617169373,0.6135265700483092,0.0,0.6666666666666666,0.6909975669099757,0.7140695915279879,0.6561264822134388,0.819034419034419,0.4956232941900709,0.8072562215550111,0.8184219922196521,0
1540,0.9005757164111522,0.0,0.0,0.6615935541629365,0.5949820788530465,0.0,0.6451612903225807,0.6152416356877324,0.6921739130434782,0.5279805352798054,0.8139524139524139,0.4637708723760732,0.7936499988298364,0.8189541077432358,0
1560,0.906706877335606,0.0459770114942528,0.0,0.6811731315042573,0.640728476821192,0.0,0.7166666666666668,0.6978508217446271,0.7145135566188198,0.6650755767700874,0.8303996303996304,0.506869211895551,0.8147927953943338,0.8197218074748365,0
1580,0.9138297872340424,0.0846560846560846,0.0,0.6896869244935544,0.6692426584234931,0.0,0.5517241379310344,0.6801801801801801,0.6643356643356644,0.6482334869431643,0.8316008316008318,0.4901888924197218,0.818981426204835,0.8196239169240681,0
1600,0.9106429849924274,0.3333333333333333,0.0,0.6872330327479829,0.644702842377261,0.0,0.5842696629213483,0.6252319109461967,0.7388724035608308,0.6710526315789473,0.8231000231000231,0.5195338802458327,0.8204787662322617,0.8182423428192359,0
1620,0.9099201824401368,0.0459770114942528,0.0,0.6454953400069037,0.6196269261962691,0.0,0.5681818181818181,0.6585094549499443,0.6957983193277311,0.4432576769025367,0.8129360129360129,0.4586766729499593,0.7975171925079305,0.8189396370778462,0
1640,0.912950314718093,0.0,0.0,0.6437125748502994,0.6195286195286195,0.0,0.6862745098039217,0.6787096774193548,0.7121464226289517,0.6690843155031732,0.8247632247632247,0.4922406434452414,0.8119106247091147,0.8178676092170268,0
1660,0.9005329737365954,0.0232558139534883,0.0,0.6712062256809338,0.5690298507462688,0.0,0.7058823529411764,0.7012987012987013,0.7349228611500701,0.6869244935543278,0.8269808269808271,0.4993053273061562,0.8062327762344372,0.8183848821501261,0
1665,0.9023092890503374,0.0,0.0,0.6871222687122269,0.4944944944944945,0.0,0.6930693069306931,0.6945701357466063,0.7309486780715397,0.6841659610499577,0.8243936243936244,0.4886680134055856,0.8033122561340549,0.8183848821501261,0
