Trained Records Size,O,PERSON,LOCATION,DATE,ID,macro avg,weighted avg,confidence,eval_size
340,0.9986678749882388,0.9767976108430968,0.8958960545080019,0.9913406987160346,0.9506726457399104,0.9626749769590563,0.9971809436714626,0.9975843108513356,0
360,0.9990481233843256,0.9755761953904368,0.9406126989560156,0.9871592256025288,0.9392971246006389,0.9683386735867892,0.997846287818193,0.9975724098308948,0
380,0.9990712161129982,0.9797889063552662,0.9464038727524204,0.989796929172858,0.9360544217687076,0.9702230692324502,0.998014882095902,0.9977678165161042,0
400,0.9989485967810886,0.967912669533576,0.943572044866264,0.9896111605817748,0.93609022556391,0.9672269394653228,0.9977021162471,0.9978274943557488,0
420,0.9989983944609728,0.9770854498250366,0.9477124183006536,0.9853332020868196,0.952076677316294,0.9722412283979552,0.9978872192363958,0.997856791391126,0
440,0.998891030549468,0.9795311606632362,0.9282533399307272,0.9869925108395744,0.9426666666666668,0.9672669417299344,0.9976427009551904,0.9979241735733804,0
460,0.99878163135929,0.9805880349642412,0.922875388897986,0.9857156930351688,0.9294045426642112,0.9634730581841794,0.9974504940311452,0.997919089235158,0
480,0.9990186295450234,0.9787668899738844,0.938725057390076,0.9909766980664352,0.9504447268106736,0.9715864003572184,0.9979331597138736,0.9979655883707887,0
500,0.9991933049257892,0.9809177646524307,0.9459089352961314,0.9925380559148342,0.9574193548387098,0.9751954831255792,0.9982387244856108,0.9978405695208712,0
520,0.9990254970212528,0.9777062744196736,0.9469244288224956,0.9927355955816498,0.9473684210526316,0.9727520433795408,0.9980209931516274,0.997996413627165,0
540,0.9988029528264348,0.9811659192825112,0.927479033053774,0.9926470588235292,0.8930669800235018,0.9586323888019505,0.9975434119132552,0.9980193026627916,0
560,0.9991638699463194,0.9808131566925536,0.9517528635890316,0.992614770459082,0.9533201840894148,0.9755329689552802,0.9982541729605976,0.9980587667535324,0
580,0.999167264422403,0.9798949051862006,0.9480542349005108,0.992614770459082,0.9583333333333331,0.9756129016603058,0.9982226664611622,0.9981168303361388,0
600,0.9984125174895642,0.9494752785892028,0.9222240339148866,0.9938369781312127,0.929317762753534,0.95865331417568,0.9967841885766366,0.9980776117165188,0
620,0.9991720270493156,0.9792095042266392,0.9573770491803278,0.990998199639928,0.9549778059606848,0.976346917211379,0.9982696872317476,0.9981092779744762,0
640,0.9992444912192724,0.980829950383401,0.9571629213483146,0.9945268185889145,0.9467752035065748,0.9757078770092956,0.998396067133362,0.9981295038515964,0
660,0.9992314010602048,0.9810807748952078,0.955328877945832,0.9938247011952192,0.9586776859504132,0.9776286882093752,0.9983878960564392,0.9982094068132172,0
680,0.9991353763093108,0.980281051677244,0.9445282386458858,0.9929134644176064,0.9605095541401274,0.9754735370380349,0.9981750520925384,0.9982257669194357,0
700,0.9992658934077228,0.9801533603969328,0.9572886045305204,0.993724474549258,0.9607717041800644,0.9782408074128996,0.99842953370807,0.998252686625,0
720,0.9990611846892258,0.9809782608695652,0.94299128101945,0.9895875050060072,0.9633911368015414,0.9752018736771578,0.9980536069577726,0.9982138825366376,0
740,0.998642695323078,0.9570056743780008,0.9328420700050244,0.9940310385992835,0.9304615384615386,0.9625966033533851,0.9972139775880036,0.9982480267411012,0
760,0.9988760020664396,0.9646592535505888,0.9401269514496484,0.9934406678592724,0.9486366518706404,0.969147905359318,0.997646696646048,0.9982165406382466,0
780,0.9991205012317932,0.9799124677365054,0.944576674600476,0.9937357064731032,0.9528118939883644,0.9740314488060484,0.9981504488305416,0.9982759334488648,0
800,0.9990831013601764,0.980004493372276,0.9449442245412016,0.9931226951061496,0.94087069525666,0.9716050419272928,0.9980804832164628,0.9983080614909962,0
820,0.9992708773226352,0.9821468926553674,0.9579657498702644,0.993724474549258,0.9521345407503234,0.9770485070295696,0.998447457545308,0.9983629643376783,0
840,0.9991665992794796,0.982424515547544,0.9475277497477296,0.9941229206096224,0.9392059553349876,0.9724895481038728,0.9982300787773956,0.9983887325810996,0
860,0.9992791835805608,0.9822807814629714,0.9612700628053036,0.9936229573535272,0.9479623824451412,0.9768830735295008,0.9984759916716256,0.9983837231409056,0
880,0.9991421633321016,0.979916033132872,0.9574171029668412,0.9944200876843364,0.909526662672259,0.968084409957682,0.9981952569651724,0.9983678421419042,0
900,0.9990299910917548,0.9800408255840328,0.9548497854077254,0.98714859437751,0.9238269347958564,0.968979226251376,0.9979848677086256,0.9984329877236356,0
920,0.9992030505180172,0.9838165879973028,0.9549795361527968,0.9910035985605758,0.9467752035065748,0.9751555953470536,0.9983219572324764,0.9984619754074516,0
940,0.9993417764118402,0.9863876701541232,0.96451445386879,0.9913008699130086,0.9544303797468354,0.9791950300189194,0.9986021579910974,0.9984622996782824,0
960,0.9992658158930235,0.9828379136287156,0.9588285960378984,0.9923161361141604,0.957908163265306,0.978231324987821,0.9984518600899563,0.9984645234398672,0
980,0.9991220252830314,0.9833090623949816,0.9464376806665532,0.9939381894067376,0.9423434593924364,0.973030083428748,0.9981943823902956,0.9984708935079136,0
1000,0.9992641259763532,0.9845594913714804,0.946942900454775,0.991410307630843,0.9539432176656152,0.9752240086198134,0.9983407143537232,0.9984701059885625,0
1020,0.9991153597317032,0.9837947332883188,0.9419613075383588,0.9942254082039028,0.916354556803995,0.9670902731132556,0.9980948966914032,0.9984062490280116,0
1040,0.9993566734408404,0.984737139626908,0.9650519031141868,0.9941287690317444,0.9357798165137616,0.9758108603454884,0.9985979364935884,0.9984193871954978,0
1059,0.999289157759148,0.9809245960502694,0.9425535746443364,0.994220805101634,0.94125,0.9716476267110776,0.9982872183301986,0.998416890086205,0
