Trained Records Size,O,PERSON,LOCATION,DATE,ID,macro avg,weighted avg,confidence,eval_size
20,0.9975170732109168,0.9562916954221302,0.8666892808683854,0.9297239915074308,0.8686181075561608,0.9237680297130048,0.9943413757454458,0.9941090941312032,0
40,0.9982561857607184,0.9657149409471392,0.854712487240558,0.9715504978662872,0.7703235990528808,0.9121115421735168,0.995497973364203,0.9965282322067588,0
60,0.9979758221365148,0.9682018784655424,0.8672623883021934,0.9669429546562652,0.8925950633755836,0.93859562138722,0.9956037896590196,0.9967974304939003,0
80,0.9982675833694596,0.9662696203940776,0.8782015846692464,0.9778227848101264,0.8831521739130436,0.9407427494311909,0.9961074193360764,0.9964301983000162,0
100,0.9983533030367464,0.9719990819371126,0.8967707781895182,0.9737638748738648,0.8770491803278688,0.9435872436730222,0.9963615232844136,0.9945471369119736,0
120,0.9983424230940336,0.97100782328578,0.8929027549717206,0.9794064203513024,0.8696864111498258,0.9422691665705324,0.9963734646708337,0.9969178037392078,0
140,0.9982287796076904,0.971184151283206,0.9173481816599964,0.9820061636345562,0.7785234899328859,0.929458153223667,0.9963120423979616,0.9965707340580712,0
160,0.9988489977375714,0.9769074032148516,0.9318868931175528,0.9874226392493513,0.9362261669953976,0.9662584200629448,0.9975903617812152,0.9972576238475578,0
180,0.9989095630168646,0.9742542815016444,0.9285104930899164,0.9838142153413088,0.925925925925926,0.962282895775132,0.9974976573273938,0.9972394158242212,0
200,0.9989473788413248,0.9800342270393612,0.9379141960237184,0.9839897848934288,0.9206349206349206,0.9643041014865508,0.9976914363039096,0.9974063680768958,0
220,0.9988606515885748,0.9796058661778184,0.9400175901495164,0.9810865191146882,0.9343434343434344,0.9667828122748064,0.9976088350607046,0.9970893905138764,0
240,0.99884764327388,0.9795030344669644,0.9225314660521184,0.9867093034875588,0.9041095890410958,0.9583402072643236,0.9974497011728868,0.9969330570072904,0
260,0.9989906586447118,0.9781271360218728,0.9273603426735676,0.9874776386404294,0.8911854103343466,0.9566282372629856,0.9975928228530928,0.997125041626656,0
280,0.9989101131932364,0.9712305025996534,0.9463262115685253,0.9876074355386768,0.9467455621301776,0.9701639650060538,0.9977310920753256,0.9975167572468716,0
300,0.999079323385186,0.974020156774916,0.9406721536351166,0.9918375472825006,0.9467532467532468,0.9704724855661933,0.9979475496306798,0.9975616863340718,0
320,0.9990056150592426,0.9768135904499542,0.943448275862069,0.9887865438526232,0.9506254114549044,0.9717358873357588,0.9979024605342413,0.9974631551737736,0
