Trained Records Size,O,PERSON,LOCATION,DATE,ID,macro avg,weighted avg
790,0.998827164261336,0.979735883424408,0.9325842696629212,0.9911133300049924,0.8839390386869871,0.9572399372081288,0.9975470489134104
800,0.9986183627350806,0.9700916013685024,0.9366999824653692,0.9849157054125998,0.8774795799299885,0.953561046382308,0.9971354928587408
810,0.9979664690402756,0.9744557974233674,0.8870682730923694,0.9834440368791514,0.8480364257256687,0.9381942004321664,0.9960192387365177
820,0.998846692614708,0.9815045954839442,0.9300829524293212,0.988016776512882,0.9321717485998756,0.9661245531281464,0.9976354806229863
830,0.998850094945532,0.9732123090546824,0.9387684301821336,0.9891696750902528,0.9129287598944592,0.962585853833412,0.9975742686305596
840,0.998593400207358,0.9636463481603514,0.9312638580931264,0.9796999117387468,0.9086195722618275,0.956364618092282,0.9969639332174028
850,0.99895914950473,0.9797819173103136,0.9413169566700784,0.9855421686746988,0.9379398592450416,0.9687080102809724,0.9977973463544229
860,0.9989627496862687,0.9787136644541083,0.9454798815537362,0.985350190648204,0.9362244897959184,0.968946195227647,0.9978169899035174
870,0.9990105540897096,0.975687706882776,0.9436940887563584,0.9902215126721212,0.9324675324675324,0.9682162789736996,0.9978723791624016
880,0.9987473325114252,0.9763333710791532,0.9042553191489362,0.9878872120730738,0.9111389236545682,0.9556724316934314,0.9971765487372816
890,0.998249779571295,0.9768954688200988,0.914519706534721,0.9675299574797064,0.8681517158338349,0.9450693256479312,0.9963736111393628
900,0.9990880140640436,0.975531303848363,0.9423775739747361,0.987410071942446,0.9494561740243123,0.9707726275707801,0.9979288598995156
