Trained Records Size,O,PERSON,LOCATION,DATE,ID,micro avg,macro avg,weighted avg
11,0.9866601395178068,0.6666666666666666,0.1463414634146341,0.6557377049180326,0.0,0.976538185300455,0.491081194903428,0.9719188716777348
20,0.9915562101129112,0.7027027027027027,0.6545454545454545,0.85,0.6363636363636364,0.9854933690812469,0.7670336007449409,0.9846412199534778
29,0.9895872971944512,0.7259786476868327,0.764705882352941,0.7857142857142857,0.8108108108108109,0.9834057019758322,0.8153593847518643,0.9826973969686138
38,0.9957621988134157,0.7926829268292682,0.7696202531645568,0.9052631578947368,0.6842105263157895,0.9894834806886924,0.8295078126035534,0.9897968002027352
47,0.9935532659041496,0.8230088495575221,0.7630331753554501,0.7883720930232557,0.7605633802816901,0.986163201398245,0.8257061528244135,0.9865362396635484
56,0.9965288937455808,0.83451536643026,0.7827426810477659,0.8725212464589235,0.7608695652173912,0.9899189197521348,0.8494355505799843,0.9907081293422096
65,0.9921629272384148,0.8112994350282486,0.8137715179968701,0.7082452431289641,0.8080808080808081,0.9850519189076108,0.8267119862946611,0.9847814935785316
74,0.9955673069445524,0.8339622641509434,0.815934065934066,0.8665239114917916,0.7796610169491527,0.9901200171453064,0.8583297130941012,0.990484565383614
83,0.994915022197884,0.7457013574660634,0.8197530864197531,0.862559241706161,0.8055555555555556,0.9888655740184124,0.8456968526690833,0.9890833171980828
92,0.9933601042657368,0.8029739776951673,0.7317708333333334,0.8059100067159167,0.704225352112676,0.9867348678601876,0.807648054824566,0.986596786967454
101,0.9950042099354476,0.8114973262032086,0.8105468750000001,0.8460176991150442,0.7425149700598802,0.9891313610200873,0.8411162160627162,0.9893958003981098
110,0.9967083330408968,0.8231441048034934,0.8146453089244852,0.8509406657018812,0.6784452296819787,0.9902959859440466,0.832776728430547,0.9910373924315896
119,0.9942882472137792,0.8141493542953395,0.8305343511450382,0.8263002944062806,0.7272727272727274,0.9885526339966558,0.8385089948666329,0.9886442385731288
128,0.9958325615854788,0.8230655495317891,0.8267716535433071,0.8229580573951436,0.7412587412587412,0.9898363075271702,0.8419773126628918,0.9902954187957956
137,0.9900235569981654,0.7800103039670273,0.7433751743375174,0.6551724137931034,0.1151079136690647,0.9820889854644416,0.6567378725529757,0.9808425371730416
146,0.9901029701345586,0.6780973451327434,0.7581881533101046,0.7299729972997301,0.6810344827586207,0.9823970503973494,0.7674791897271515,0.9816975532858156
155,0.9890571696162974,0.7745865970409053,0.6697247706422018,0.528759894459103,0.6904761904761905,0.9802855200543849,0.7305209244469397,0.978856359557882
164,0.995982101239862,0.7895148669796557,0.7711313394018207,0.817298022125377,0.7021276595744681,0.989269893059455,0.8152107978642367,0.9899416354427744
173,0.9965633635314284,0.7994078460399704,0.7897378694924707,0.8196221815965874,0.6457142857142857,0.9897778659764652,0.8102091092749484,0.990670079936792
182,0.9902897383474796,0.7554257095158597,0.6335493160547156,0.7065743944636678,0.6093750000000001,0.982356673064414,0.7390428316763445,0.981742275738912
191,0.9929391274330592,0.7772142021069061,0.6640053226879574,0.7994645247657296,0.645367412140575,0.9857968369829684,0.7757981178268454,0.9859144897920874
200,0.9952036395471516,0.7960066555740433,0.7208357515960533,0.8314424635332252,0.6246056782334386,0.9887006263743828,0.7936188376967824,0.9891050085619456
209,0.9963398406754176,0.785167024210849,0.770873786407767,0.8196721311475409,0.6629526462395543,0.989496880447278,0.8070010857362258,0.9903165445539104
218,0.993677733114982,0.7824087381431445,0.6452762923351159,0.7748691099476439,0.6682134570765661,0.9864360310382136,0.7728890661234904,0.9866042171924058
227,0.9887025909514708,0.7860156720916214,0.3415361670395227,0.6121389159363843,0.662037037037037,0.9800617274565552,0.6780860766112072,0.9782008419777756
236,0.9952318112775668,0.7856749311294767,0.7528344671201814,0.8030336828016954,0.6124661246612467,0.9885092440908028,0.7898482033980334,0.9891204746839152
245,0.9965185720006664,0.7861965491372843,0.7770437654830719,0.7809523809523811,0.6311111111111111,0.9889419764381644,0.794364475736903,0.9902282591771158
254,0.9952739129577076,0.7517842981760507,0.7493025109605419,0.8023111844820472,0.6757281553398058,0.988076138087598,0.7948800123832307,0.9888443755344242
263,0.9962807920555546,0.796003717472119,0.7723669309173272,0.8041573262685958,0.7236842105263157,0.989549032891662,0.8184985954479824,0.9903927171074198
272,0.9957762703186998,0.7888707037643207,0.7478197674418605,0.8064018511376784,0.7220338983050848,0.9889243305816876,0.8121804981935288,0.9896948225987068
281,0.9968638363479112,0.8108802741486401,0.7834687389614978,0.8128113879003559,0.7161961367013373,0.9903316791377508,0.8240440748119484,0.9912246949826152
290,0.993525112195216,0.807968496641186,0.6572934973637962,0.8090443384561031,0.5020746887966805,0.9868628850180736,0.7539812266905963,0.9868755514795212
299,0.9895269762548844,0.7633703329969728,0.7285546415981199,0.5868147790388795,0.6760961810466762,0.9816317148535866,0.7488725821871065,0.9807601877814588
308,0.9964237448631554,0.7955239064089523,0.7702182284980745,0.8103818813026946,0.723781388478582,0.9897498938532708,0.8192658299102916,0.9905684924423858
317,0.9970891258379448,0.7957894736842105,0.7566970450151891,0.7980558168704923,0.7252747252747254,0.9896761278640333,0.8145812373365124,0.9908792611218216
326,0.9935554689218532,0.8222222222222222,0.6384364820846906,0.798784604996624,0.6894308943089431,0.9869909836827472,0.7884859345068665,0.9869849180321624
335,0.9970110088530668,0.80406852248394,0.7670850767085077,0.7945286946179008,0.6927502876869966,0.9898157711920172,0.8110887180700825,0.9909596229306478
344,0.9932978314131248,0.8308837209302325,0.7362784471218206,0.7460689193710269,0.7446808510638298,0.9868025770046152,0.8102419539800069,0.9870171662855292
353,0.9966949485022252,0.8027232938887989,0.7270577105014192,0.7931034482758621,0.7015590200445434,0.9891406057150072,0.8042276842425696,0.9904056097033204
362,0.9932893399451752,0.8231686541737648,0.7643564356435643,0.7379391494368802,0.3945841392649903,0.9864965078463714,0.7426675436928749,0.9865372370879038
371,0.9970717506598538,0.8165776266796179,0.7687408133268006,0.7981438515081206,0.72992700729927,0.9901688332189178,0.8220922098947325,0.9912427941475994
380,0.995437003278432,0.8086675887505763,0.7745921898171033,0.7815596725549332,0.6469864698646987,0.9884495459749836,0.8014485848531487,0.989328576614344
389,0.9938148523445812,0.8038375878019529,0.7253243090806544,0.7883331061741857,0.4925124792013311,0.9870016461412512,0.7607644669205411,0.9873040739817162
398,0.9957366024743796,0.8200607902735563,0.7530957796310337,0.7934147636749868,0.6887661141804788,0.9888690698414015,0.810214810046887,0.9898059312996366
407,0.9971905736306016,0.8105154334662531,0.7733333333333333,0.7945627083867658,0.7163561076604554,0.9901910886183825,0.8183916312954818,0.9913408608587584
416,0.9969889663478714,0.7992047713717695,0.7856330984314618,0.7801263362487852,0.7133620689655172,0.9898050585186025,0.815063048273081,0.9909475657001268
425,0.9887484432247992,0.8283969465648856,0.3022861981371719,0.6326530612244898,0.6757425742574258,0.9808628334561,0.6855654446817545,0.978629381525604
434,0.994357480593202,0.7890535917901939,0.7702386523163314,0.7800704579768496,0.7160262417994376,0.9877284706082022,0.8099492848952028,0.9882450432092243
443,0.9963463848148492,0.8229623137598598,0.7697082557417753,0.792780121894046,0.7207729468599035,0.9897734647599123,0.8205140046140867,0.9906615883336128
452,0.9962282644433278,0.8207961467629975,0.7724665391969409,0.7981003127533881,0.7119565217391305,0.9897508475924472,0.819909556979157,0.9906025522881656
461,0.99496397728536,0.7784447476125511,0.7755447429659403,0.7908127208480565,0.7080152671755726,0.9880960805821922,0.8095562911774961,0.9889328653194084
470,0.99003838284272,0.7038292104371399,0.71102413568167,0.6907501820830299,0.65311004784689,0.9823197222335308,0.74975039177829,0.9819290414903592
479,0.9963148821838784,0.7844073190135243,0.768621236133122,0.7847369006563578,0.6645898234683282,0.9892232490098832,0.799734032291042,0.9901943083608444
488,0.9939967681588352,0.7705005324813632,0.6870056497175141,0.7690372741824835,0.6915322580645162,0.986549263445472,0.7824144965209424,0.9872011686043876
497,0.9959213484755182,0.796918581484925,0.774928774928775,0.7851867708444824,0.631578947368421,0.9888626794430784,0.7969068846204242,0.989949449118104
506,0.985492592551553,0.7044066677669581,0.7295179292329613,0.240920369952628,0.3031301482701812,0.976682047400873,0.5926935415548564,0.9726507421213514
515,0.9970641746609328,0.791164658634538,0.7734509879148284,0.7853881278538813,0.7136363636363637,0.989968739793776,0.812140862540109,0.991148061161064
524,0.9943006482303932,0.8047868362004487,0.7254031315727975,0.7947408453765076,0.7395388556789069,0.9880059361250936,0.8117540634118108,0.9884230614530796
533,0.9921913561051262,0.7799813656329029,0.7607334525939177,0.77496346809547,0.7168458781362007,0.9861160802765458,0.8049431041127235,0.9861501694268764
542,0.9971870494372792,0.8057090239410681,0.7605006000342877,0.7899293462036023,0.7223756906077348,0.99019662423767,0.8151403420447945,0.9913816768517124
551,0.9962740534769275,0.8016139878950906,0.7870700996053375,0.7810593589619444,0.7209136331192006,0.9894718214197588,0.8173862266117002,0.9905145333679736
560,0.9923084498471032,0.816178251392589,0.7758584807492195,0.7479178885630499,0.5971943887775552,0.9862046784774328,0.7858914918659033,0.9862126875003426
569,0.995649052826487,0.7911042265988051,0.7669376693766937,0.7729778490528214,0.7366885485047411,0.9886441230941642,0.8126714692719096,0.9895927833023488
578,0.9948450685475224,0.7880854934060937,0.7679539295392953,0.7918812481066345,0.641042345276873,0.9880248387867208,0.7967616169752837,0.9888340522391976
